SHOP_ID,COACH,ZIPCODE,CITY,COUNTRY,OPENING_TIME,CLOSING_TIME,IS_CANCELLED,CANCELLED_AT,AUTOMATIC_PLANNING_USES,POPULAR_SHIFTS_COUNT,OPTIMISATION_ACTIVATED_BY_HAND,MEAL_COMPENSATION_ACTIVATED,SEND_REPORT_BY_EMAIL,DAY_BADGING_ACTIVATED,CONFIGURED,BADGING,AUTOMATIC_PLANNING_ACTIVE,INTEGRATIONS,LATITUDE,LONGITUDE,CREATED_AT
2347,meng-lan@skello.io,67000,STRASBOURG,FR,2021-06-06 06:00:00.000000000,2021-06-06 02:00:00.000000000,true,2021-12-26 00:00:00.000000000,0,5,false,true,false,false,true,true,false,petits_porteurs,48.5794989,7.760666299999999,2018-11-23 14:36:22.985291000
3507,florian@skello.io,75002 ,PARIS ,FR,2019-06-17 06:00:00.000000000,2019-06-17 23:00:00.000000000,true,2021-08-27 00:00:00.000000000,0,5,false,false,false,false,true,false,false,payfit,48.8665363,2.3442739,2019-06-17 14:15:58.259327000
689,marie-victoire@skello.io,75009,Paris,FR,2016-05-16 08:00:00.000000000,2016-05-16 01:00:00.000000000,false,,0,5,true,true,false,false,true,false,false,,48.8710897,2.3469457,2017-10-25 08:30:55.969066000
5360,timothee@skello.io,,,FR,2022-03-09 05:00:00.000000000,2022-03-09 21:00:00.000000000,true,2022-03-09 15:51:46.120000000,0,12,true,false,false,false,true,true,false,hanagroup,,,2020-01-08 19:16:32.901199000
8500,florian@skello.io,84100,ORANGE,FR,2021-02-15 09:00:00.000000000,2021-02-15 21:00:00.000000000,true,2021-06-01 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-02-15 11:19:15.519942000
9948,hello@skello.io,4800,Verviers,BE,2021-08-06 06:00:00.000000000,2021-08-06 19:00:00.000000000,true,2021-08-27 00:00:00.000000000,0,8,false,false,false,false,true,true,false,,,,2021-08-05 16:42:37.779981000
4526,mathilde@skello.io,84130,le pontet,FR,2020-12-28 00:00:00.000000000,2020-12-28 00:00:00.000000000,true,2021-08-30 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2019-11-19 11:22:06.481871000
4992,marie-victoire@skello.io,92800,Puteaux,FR,2020-01-27 00:00:00.000000000,2020-01-27 00:00:00.000000000,false,,0,5,false,false,false,false,true,true,false,,48.8915181,2.2378178,2019-12-18 20:33:42.720778000
7091,maelle.briot@skello.io,1580,Avenches,CH,2021-07-24 05:00:00.000000000,2021-07-24 03:00:00.000000000,true,2021-10-12 01:15:03.511091000,0,5,true,false,false,false,true,false,false,,,,2020-08-22 18:33:11.656194000
8776,jeremy.h@skello.io,6200,Chatelet,BE,2021-03-25 10:00:00.000000000,2021-03-25 00:00:00.000000000,true,2022-01-25 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,,,2021-03-22 14:29:14.050085000
801,ilona.dronne@skello.io,44340,Bouguenais,FR,2017-11-27 06:00:00.000000000,2017-11-27 03:00:00.000000000,false,,0,5,false,true,false,false,true,true,false,,47.187292,-1.588104,2017-11-28 16:12:29.203969000
5779,timothee@skello.io,68300,MULHOUSE,FR,2020-08-26 09:00:00.000000000,2020-08-26 02:00:00.000000000,false,,0,5,false,true,false,false,true,true,false,silae,47.60256570000001,7.545757699999999,2020-02-11 10:12:38.231640000
2063,constance@skello.io, 57970 ,YUTZ ,FR,2021-02-25 00:00:00.000000000,2021-02-25 00:00:00.000000000,true,2021-07-12 00:00:00.000000000,0,5,true,true,false,false,true,false,false,spv,49.347175,6.1785922,2018-10-08 13:06:29.668820000
2222,hello@skello.io,38000,GRENOBLE,FR,2020-07-31 09:00:00.000000000,2020-07-31 04:00:00.000000000,true,2020-12-12 00:00:00.000000000,0,5,true,true,false,false,true,false,false,,45.1908085,5.727600499999999,2018-10-31 14:52:32.595312000
2879,marie-victoire@skello.io,31700,Blagnac,FR,2019-02-25 00:00:00.000000000,2019-02-25 00:00:00.000000000,true,2021-10-15 00:00:00.000000000,0,10,false,true,false,false,true,false,false,,43.6306829,1.3808033,2019-02-28 08:22:49.539400000
9093,hello@skello.io,75013,Paris,FR,2021-04-29 08:00:00.000000000,2021-04-29 20:00:00.000000000,true,2021-11-10 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,48.8278613,2.3720852,2021-04-28 10:00:54.156418000
8481,ilona.dronne@skello.io,29290,MILIZAC,FR,2021-03-14 08:00:00.000000000,2021-03-14 20:00:00.000000000,true,2021-07-01 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-02-12 14:20:36.573859000
2732,hello@skello.io,90000,BELFORT,FR,2020-08-10 02:00:00.000000000,2020-08-10 21:00:00.000000000,true,2021-10-26 11:20:56.017000000,0,10,false,true,false,false,true,true,false,,47.6275967,6.8645409,2019-02-01 17:33:42.376046000
8529,timothee@skello.io,97600,MAMOUDZOU,YT,2021-08-27 06:00:00.000000000,2021-08-27 23:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,-12.756155,45.230464,2021-02-18 12:26:05.995277000
3194,maelle.briot@skello.io,67300,SCHILTIGHEIM,FR,2019-04-22 00:00:00.000000000,2019-04-22 00:00:00.000000000,true,2022-01-25 00:15:05.942968000,0,5,true,true,false,false,true,false,false,,48.6118682,7.7135093,2019-04-23 10:14:04.515183000
2056,constance@skello.io, 51100 ,REIMS  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-01 00:00:00.000000000,0,5,true,true,false,false,true,false,false,spv,49.2592966,4.025657799999999,2018-10-08 12:57:29.202300000
2733,hello@skello.io,20137,Porto-Vecchio,FR,2019-03-04 05:00:00.000000000,2019-03-04 00:00:00.000000000,false,,0,12,true,true,false,false,true,false,false,petits_porteurs,41.583023,9.267325,2019-02-02 11:26:32.381001000
333,hello@skello.io,25000,Besançon,FR,2016-05-16 08:00:00.000000000,2016-06-01 00:00:00.000000000,true,2022-02-10 00:15:09.307820000,0,5,false,true,false,false,true,false,false,,47.2208063,5.9554094,2017-04-27 09:27:17.943931000
8535,maelle.briot@skello.io,54000,Nancy,FR,2021-02-18 00:00:00.000000000,2021-02-18 00:00:00.000000000,true,2022-03-15 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,48.6898411,6.182725700000001,2021-02-18 16:21:54.817398000
10147,ilona.dronne@skello.io,69002,Lyon,FR,2021-09-11 08:00:00.000000000,2021-09-11 21:00:00.000000000,true,2022-02-12 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,45.74100929999999,4.8177264,2021-09-11 10:29:44.189796000
10037,louise@skello.io,35400,Saint Malo,FR,2021-10-06 09:00:00.000000000,2021-10-06 20:00:00.000000000,true,2021-10-28 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,48.6243333,-1.9935719,2021-08-27 15:36:06.937681000
10525,finola@skello.io,13103,Saint-Etienne-du-Grès,FR,2021-12-01 06:00:00.000000000,2021-12-01 18:00:00.000000000,true,2021-12-13 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,43.80453869999999,4.743185,2021-10-08 09:09:49.079831000
6151,marie-victoire@skello.io,76420,BIHOREL,FR,2021-07-03 07:00:00.000000000,2021-07-03 22:00:00.000000000,true,2021-12-01 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,49.4672156,1.1411824,2020-03-23 16:17:01.390038000
1625,timothee@skello.io,97600,MAMOUDZOU,YT,2021-08-27 06:00:00.000000000,2021-08-27 23:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,,-12.7770215,45.2308795,2018-07-03 13:54:24.825432000
7140,agathe.lemaistre@skello.io,97420,Le Port,RE,2021-10-22 06:00:00.000000000,2021-10-22 02:00:00.000000000,false,,0,5,true,true,false,false,true,true,false,,-20.9381024,55.2927906,2020-08-31 13:37:03.713699000
7151,agathe.lemaistre@skello.io,94000,CRETEIL,FR,2020-09-22 00:00:00.000000000,2020-09-22 00:00:00.000000000,true,2022-03-31 00:00:00.000000000,0,5,false,true,false,false,true,false,false,french_hotel,48.7680583,2.464418,2020-09-01 09:25:56.233207000
6822,agathe.lemaistre@skello.io,59650,Villeneuve d'Ascq,FR,2021-03-25 06:00:00.000000000,2021-03-25 20:00:00.000000000,true,2021-06-15 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,,,2020-07-15 18:54:22.557103000
5312,timothee@skello.io,,,FR,2018-10-12 05:00:00.000000000,2018-10-12 21:00:00.000000000,true,2022-03-09 16:55:53.055000000,0,12,true,false,false,false,true,true,false,hanagroup,,,2020-01-08 19:15:47.134414000
4398,agathe.r@skello.io,64700,hendaye,FR,2019-10-31 00:00:00.000000000,2019-10-31 00:00:00.000000000,true,2021-07-18 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,,,2019-10-31 16:13:30.246920000
4658,minea@skello.io,94400,Vitry sur Seine,FR,2021-04-27 00:00:00.000000000,2021-04-27 00:00:00.000000000,true,2022-04-08 18:14:16.340000000,0,5,true,true,false,false,true,false,false,payfit,48.8078683,2.4056489,2019-11-28 14:35:36.907192000
7865,ilona.dronne@skello.io,06000,Nice,FR,2021-10-15 07:00:00.000000000,2021-10-15 22:00:00.000000000,true,2022-01-26 17:04:54.605000000,0,5,false,false,false,false,true,false,false,,43.7016715,7.267809,2020-11-23 12:20:39.161990000
3731,hello@skello.io,31170,Tournefeuille ,FR,2019-07-22 07:00:00.000000000,2019-07-22 02:00:00.000000000,true,2022-03-07 09:45:02.968000000,0,5,true,true,false,false,true,false,false,,43.5781806,1.3526038,2019-07-25 09:21:04.397026000
4278,hello@skello.io,62180,rang du fliers,FR,2019-10-14 07:00:00.000000000,2019-10-14 02:00:00.000000000,true,2021-07-30 00:00:00.000000000,0,5,true,true,false,false,true,true,false,,,,2019-10-19 19:03:24.320013000
8499,florian@skello.io,13800,ISTRES,FR,2021-02-15 09:00:00.000000000,2021-02-15 21:00:00.000000000,true,2021-06-01 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-02-15 11:12:33.783046000
10455,baptiste@skello.io,75017,PARIS,FR,2021-10-01 07:00:00.000000000,2021-10-01 23:00:00.000000000,true,2021-11-10 00:00:00.000000000,8,5,false,false,false,false,true,false,false,,48.8768581,2.2865747,2021-10-01 13:53:07.349905000
12043,edgar@skello.io,33000,BORDEAUX,FR,2022-01-13 06:00:00.000000000,2022-01-13 20:00:00.000000000,true,2022-02-11 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,44.838534,-0.576953,2022-01-13 13:09:06.246637000
1740,constance@skello.io,69500,Bron,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-09-28 00:00:00.000000000,0,15,true,true,false,false,true,false,false,spv,45.7246391,4.9283853,2018-07-30 08:28:55.069021000
9626,chloe.l@skello.io,31440,BOUTX LE MOURTIS,FR,2021-06-29 00:00:00.000000000,2021-06-29 00:00:00.000000000,true,2022-03-01 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,42.912469,0.7684318,2021-06-28 09:50:21.430572000
10823,jeremy.h@skello.io,7060,soignies,BE,2021-11-03 00:00:00.000000000,2021-11-03 13:00:00.000000000,true,2021-12-01 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,50.5784583,4.0709801,2021-11-03 11:26:53.801729000
6834,maelle.briot@skello.io,75009,Paris,FR,2020-08-04 07:00:00.000000000,2020-08-04 17:00:00.000000000,true,2021-08-01 00:00:00.000000000,0,5,true,false,false,false,true,false,false,payfit,,,2020-07-17 08:22:52.191169000
7066,agathe.lemaistre@skello.io,46000,cahors,FR,2021-04-29 05:00:00.000000000,2021-04-29 22:00:00.000000000,true,2022-01-14 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,44.46094,1.450971,2020-08-19 08:44:00.917911000
5787,agathe.lemaistre@skello.io,06400,CANNES,FR,2020-10-02 05:00:00.000000000,2020-10-02 03:00:00.000000000,true,2021-11-18 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,43.5533683,7.0227882,2020-02-11 17:15:30.757106000
10597,maelle.briot@skello.io,75020,Paris,FR,2021-11-16 07:00:00.000000000,2021-11-16 21:00:00.000000000,false,,0,5,false,false,false,false,true,true,false,,48.8654501,2.3914945,2021-10-18 10:42:17.118789000
183,timothee@skello.io,33700,Mérignac,FR,2020-09-10 08:00:00.000000000,2020-09-10 21:00:00.000000000,true,2022-02-03 00:00:00.000000000,0,5,true,true,false,false,true,false,false,crepeat,44.8294418,-0.6566331999999999,2016-11-17 18:23:32.122823000
3758,timothee@skello.io,69100,Villeurbanne,FR,2021-08-26 08:00:00.000000000,2021-08-26 22:00:00.000000000,true,2022-03-07 10:00:49.358000000,0,5,true,false,false,false,true,false,false,,45.7633727,4.879996,2019-07-30 14:50:37.216280000
9652,louise@skello.io,93190,LIVRY GARGAN,FR,2021-06-29 00:00:00.000000000,2021-06-29 00:00:00.000000000,true,2021-09-20 18:03:04.975000000,0,5,false,false,false,false,true,false,false,,,,2021-06-29 10:52:17.053401000
1211,maelle.briot@skello.io,83160,LA VALETTE DU VAR,FR,2018-07-16 05:00:00.000000000,2018-07-16 01:00:00.000000000,true,2022-04-01 00:00:00.000000000,0,5,true,true,false,false,true,true,false,steak_n_shake,43.1363035,6.0060581,2018-03-13 14:23:46.457251000
6490,maelle.briot@skello.io,73000,CHAMBERY,FR,2020-06-18 08:00:00.000000000,2020-06-18 21:00:00.000000000,true,2021-12-28 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,45.591141,5.9013788,2020-05-27 12:48:08.091411000
2358,timothee@skello.io,24750,Trélissac,FR,2020-09-10 05:00:00.000000000,2020-09-10 21:00:00.000000000,true,2022-02-03 00:00:00.000000000,1,5,true,true,false,false,true,false,false,crepeat,45.1904086,0.7630326,2018-11-26 14:47:57.295190000
9187,hello@skello.io,33190,LA REOLE,FR,2021-05-11 00:00:00.000000000,2021-05-11 00:00:00.000000000,true,2021-11-11 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,44.5832978,-0.0397815,2021-05-05 14:09:56.715312000
2022,constance@skello.io, 33700 ,MERIGNAC  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,true,2021-07-12 00:00:00.000000000,0,10,true,true,false,false,true,false,false,spv,44.8345853,-0.6720164,2018-10-08 11:03:33.629125000
9385,agathe.lemaistre@skello.io,97438,SAINTE MARIE,FR,2021-10-04 06:00:00.000000000,2021-10-04 02:00:00.000000000,false,,0,5,false,true,false,false,true,true,false,,-20.8980996,55.5608815,2021-05-30 05:18:16.302227000
3214,meng-lan@skello.io,13320,Bouc Bel Air ,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,true,2021-11-15 00:00:00.000000000,0,5,true,true,false,false,true,true,false,bhi,43.4252462,5.388569599999999,2019-04-24 16:04:16.910539000
10169,edgar@skello.io,78711,MANTES LA VILLE,FR,2021-09-27 00:00:00.000000000,2021-09-27 00:00:00.000000000,true,2021-11-25 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,48.9792899,1.6877506,2021-09-15 08:05:29.317384000
9351,darivath@skello.io,25400,audincourt,FR,2021-06-22 00:00:00.000000000,2021-06-22 00:00:00.000000000,true,2021-08-09 16:26:47.310000000,0,5,false,true,false,false,true,false,false,,,,2021-05-27 08:35:33.044891000
2544,hello@skello.io,75010,Paris,FR,2018-12-31 06:00:00.000000000,2018-12-31 04:00:00.000000000,true,2022-01-24 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,48.8707167,2.3492745,2019-01-04 12:55:17.589032000
9006,paul.b@skello.io,37970,LATTES ,FR,2021-05-02 09:00:00.000000000,2021-05-02 01:00:00.000000000,false,,0,5,false,false,false,false,true,false,false,,,,2021-04-20 16:04:32.562580000
7276,hello@skello.io,17138,Puilboreau,FR,2020-10-20 07:00:00.000000000,2020-10-20 23:00:00.000000000,true,2021-07-12 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,,,2020-09-15 11:24:26.967194000
4665,meng-lan@skello.io,05000,Gap,FR,2019-11-28 06:00:00.000000000,2019-11-28 21:00:00.000000000,false,,0,5,true,false,false,false,true,false,false,,44.5678518,6.1044163,2019-11-28 15:01:43.146626000
4150,constance@skello.io,38000,GRENOBLE,FR,2019-10-04 08:00:00.000000000,2019-10-04 00:00:00.000000000,true,2021-06-25 20:51:26.419000000,0,5,false,true,false,false,true,true,false,,45.1912557,5.7280112,2019-10-04 14:49:53.300664000
2801,ilona.dronne@skello.io,75011,PARIS,FR,2019-02-18 08:00:00.000000000,2019-02-18 22:00:00.000000000,false,,0,5,false,false,false,false,true,false,false,,48.86818419999999,2.3735065,2019-02-18 09:37:33.685206000
6332,thomas@skello.io,15500,Massiac,FR,2020-05-01 06:00:00.000000000,2020-05-01 20:00:00.000000000,true,2021-11-15 00:00:00.000000000,0,5,true,false,false,false,true,false,false,,45.2622901,3.1971755,2020-04-29 10:08:28.549105000
5770,hello@skello.io,79000,Niort,FR,2020-02-21 00:00:00.000000000,2020-02-21 00:00:00.000000000,true,2021-06-11 00:00:00.000000000,0,10,true,true,false,false,true,true,false,,,,2020-02-09 22:02:22.337743000
4759,meng-lan@skello.io,13500,MARTIGUES,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,false,,0,5,false,true,false,false,true,false,false,bhi,43.4103748,5.028413599999999,2019-12-05 13:35:57.106000000
1275,hello@skello.io,59800,LILLE,FR,2018-03-26 00:00:00.000000000,2018-03-26 00:00:00.000000000,true,2021-06-11 13:00:39.215000000,0,5,true,true,false,false,true,true,false,petits_porteurs,50.6376774,3.0629084,2018-03-29 06:01:28.367391000
4764,meng-lan@skello.io,93700,DRANCY,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,true,2021-11-15 00:00:00.000000000,0,5,false,true,false,false,true,false,false,bhi,48.9137427,2.434961,2019-12-05 14:24:15.598448000
2469,meng-lan@skello.io,67000,STRASBOURG,FR,2021-06-06 06:00:00.000000000,2021-06-06 02:00:00.000000000,true,2021-12-26 00:00:00.000000000,0,5,true,true,false,false,true,true,false,petits_porteurs,48.5812758,7.745202900000001,2018-12-13 16:28:22.063457000
12494,julian.s@skello.io,59790,Ronchin,FR,2022-01-27 00:00:00.000000000,2022-01-27 00:00:00.000000000,true,2022-03-21 00:00:00.000000000,0,5,false,false,false,false,true,true,false,,50.601948,3.084296,2022-01-27 22:45:57.543935000
9074,agathe.lemaistre@skello.io,31400,TOULOUSE,FR,2021-04-28 08:00:00.000000000,2021-04-28 03:00:00.000000000,true,2021-11-10 00:00:00.000000000,1,5,false,true,false,false,true,true,false,,43.5773397,1.4778026,2021-04-27 09:11:18.830968000
10314,chloe.l@skello.io,38220,Vizille ,FR,2021-09-29 05:00:00.000000000,2021-09-29 21:00:00.000000000,true,2021-10-27 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,,,2021-09-24 16:04:32.234568000
12439,alfred@skello.io,53000,LAVAL,FR,2022-01-26 00:00:00.000000000,2022-01-26 00:00:00.000000000,true,2022-02-04 15:41:30.890000000,0,5,false,false,false,false,true,false,false,,48.0668966,-0.7602185,2022-01-26 21:18:44.243029000
3780,hello@skello.io,21000,DIJON,FR,2021-12-02 07:00:00.000000000,2021-12-02 20:00:00.000000000,true,2022-01-17 14:19:23.779000000,0,5,false,false,false,false,true,false,false,,47.3226868,5.0374587,2019-07-31 13:40:21.231331000
5812,maelle.briot@skello.io,67000 ,Strasbourg,FR,2020-07-21 09:00:00.000000000,2020-07-21 01:00:00.000000000,true,2021-06-29 00:00:00.000000000,0,5,false,true,false,false,true,true,false,,,,2020-02-13 10:56:27.149769000
11095,baptiste@skello.io,80680,Saint Fuscien,FR,2021-11-29 08:00:00.000000000,2021-11-29 16:00:00.000000000,true,2022-02-10 00:00:00.000000000,0,5,false,true,false,false,true,false,false,,49.8367388,2.313603,2021-11-29 20:42:06.692794000
3078,timothee@skello.io,93110,ROSNY SOUS BOIS,FR,2019-03-25 08:00:00.000000000,2019-03-25 00:00:00.000000000,true,2022-02-03 00:00:00.000000000,0,5,true,true,false,false,true,false,false,crepeat,48.8844115,2.4775471,2019-03-26 15:28:01.593330000
9550,hello@skello.io,11000,CARCASSONNE (11000),FR,2021-08-05 08:00:00.000000000,2021-08-05 20:00:00.000000000,true,2022-02-14 00:00:00.000000000,0,5,false,false,false,false,true,false,false,,43.2198083,2.3415717,2021-06-18 15:37:13.800286000
